ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
CORIS_69;                  detto prima . Non avevo il diritto di immischiarmi come ho fatto , nÃ© di metterti in imbarazzo . Â» Â« Non importa ... non mi ha < dato fastidio > . Â» Â« Come_no . Â» Lo guardÃ² . Â« Siccome stavi mentendo , ho pensato di fare lo stesso . Â» Nonostante la tensione , lui scoppiÃ² a      ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2001_2010;Written;Fiction_prose
CORIS_70;                          in lacrime . Era vedovo da un anno , ma non poteva ancora pronunciare il tuo nome senza_che la voce gli si spezzasse . < Mi incoraggiÃ² > con la compassionevole argomentazione che a te sarebbe piaciuto che quelle memorie si pubblicassero perchÃ©                            ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Egophoric;Animate;Finite;2001_2010;Written;Fiction_prose
CORIS_71;"                            schivo e distante , se pur dando sempre mostra della stessa impeccabile cortesia . Questi modi squisiti arrivarono a < darmi fastidio > ; avrei preferito che ci prendessimo per i capelli . Dopo due o tre mesi non ne potevo piÃ¹ e decisi che non era possibile             ";fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Infinitive;2001_2010;Written;Fiction_prose
CORIS_73;                               , tipico di consumatori occidentali sofisticati e curiosi , in cui l ' immigrato Ã¨ inquadrato come il Diverso che < ci emoziona > e arricchisce culturalmente e ci consente di immergerci in esperienze inusuali ed esotiche senza muoverci da casa .                   ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Animate;Finite;2001_2010;Written;NonFiction_prose
CORIS_76;"                      Che per imitazione un numero sempre crescente di licenziati sparerÃ  ai loro ex datori di lavoro "" . E ' una previsione che < mette paura > quella di Domenico De Masi , il sociologo che ormai da quasi 50 anni si occupa proprio di lavoro . Nell_'_arco_di una                 ";paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Zero;Inanimate;Finite;2001_2010;Written;Press
CORIS_78;                               atipiche per un direttore generale del Fondo monetario internazionale . A gennaio , il francese si attirÃ² qualche < critica incoraggiando > alcuni governi ad aumentare i deficit . Ma quando ieri ha invocato misure pubbliche per le banche , Strauss - Kahn Ã¨                  ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;NonFinite_Other;2001_2010;Written;Press
CORIS_79;                         Convenzione subÃ¬ delle ferite , prima_di essere poi colpito a morte dal risultato dei referendum in Francia e in Olanda < . Impressiona > ancora oggi , leggendo la cronaca di quel negoziato , l ' intreccio tortuoso , esasperante , delle obiezioni e delle                  ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Zero;Inanimate;Finite;2001_2010;Written;Press
CORIS_80;                        presso la Bri affinchÃ© la banca non sia complice con l ' illegale ripudio del debito dell ' Argentina . Inoltre dovrebbe < fortemente incoraggiare > il Paese sudamericano a ripagare i bond Â» . Tra le strategie dell ' Atfa perÃ² non c ' Ã¨ nessun percorso legale : non ci sono          ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Modified;Animate;Animate;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_81;"                        mediatico causato l ' anno scorso da una direzione cosÃ¬ "" firmata "" , vistosa e simbolica , ha attratto nuovo pubblico , < ha impressionato > gli interlocutori internazionali , ha fatto la felicitÃ  dei finanziatori istituzionali . Ma ha fatto anche alzare il                  ";impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;Finite;2001_2010;Written;Press
CORIS_82;                              li proteggerÃ  dall ' afa Â» , Ã¨ il suggerimento . Un invito che sembra guardare oltreoceano : negli Usa le autoritÃ  < sanitarie incoraggiano > gli anziani , ma non per legge , a frequentare luoghi pubblici refrigerati . A fare da apripista in Europa Ã¨ stata la                 ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;2011_2021;Written;Press
CORIS_84;                              fitto per fare il punto su servizi , formazione , nuove tendenze , mete . Momento propizio : a ridosso delle ferie < , incoraggiati > dalla tenuta del settore nel 2010 ( con qualche flessione estiva ) . L ' Istituto Nazionale Ricerche Turistiche                       ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Inanimate;NonFinite_Other;2011_2021;Written;Press
CORIS_85;                         il centravanti . Tanta buona volontÃ  , poca sostanza . 5,5 Moralez Maxi Ã¨ cosÃ¬ piccolo che - come certe zanzarine - puÃ² < dare un fastidio > tremendo perchÃ© non sai mai dov ' Ã¨ eppure punge . Oppure , come stasera , si trasforma in falena trasparente e non sai               ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Zero;Animate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_86;                         , dietro il nome polacco della cittÃ  : Oswiecim . Un nome che , fuori_dalla Polonia , pochi conoscono . Un nome che non < fa paura > . Â« Che si parli solo di Auschwitz come cittÃ  della morte ci fa male Â» , dicono . Oggi , quella che un tempo era poco piÃ¹ grande      ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Written;Press
CORIS_88;                    doo - wop , al gospel , ai Temptations , ai Beach Boys . Oggi mi sento realizzato e non me ne frega piÃ¹ nulla , ma allora mi < dava fastidio > Â» , continua Kevin.PerchÃ© ha mollato 7 anni fa ? Â« Ero frustrato dalla mancanza di libertÃ  creativa . La casa                         ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Written;Press
CORIS_89;"                     come spiegamento di mezzi , Ã¨ un tentativo disperato di mostrare il pugno duro , rinverdendo i "" fasti "" del G8 di Genova , < per impressionare > i potentati economici . Tentativo non riuscito , anzi alla lunga sarÃ  un boomerang . Se fossimo consapevoli di tutto                  ";impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;NonFinite_Infinitive;2011_2021;Written;Websites
CORIS_90;"                                politiche di rilancio economico , sostegno sociale ed equitÃ  tra diverse fasce di cittadini . Ecco perchÃ© il M5S < dÃ  fastidio > . Circa 110 milioni , sarebbero andati a sostegno del sistema Piccole e medie imprese ; una parte per finanziare il                   ";fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Written;Websites
CORIS_94;                  . ÃƒÂ‚ Â« Ninella mia.ÃƒÂ‚Â» Chiara e Damiano , in piedi , sentirono che il loro amore non era cosÃ¬ grande , ma questo li confortÃ² e < li incoraggiÃ² > a crederci di_piÃ¹ . Quell ' amore faceva paura . I loro genitori si muovevano come libellule senza aver provato un passo ,            ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Clausal;Finite;2011_2021;Written;Fiction_prose
KIParla_BOA3001;// io avevo letto scocci // perche'' non so se lo dite anche da noi quando dici scocci da noi vuol dire rompi si'' // che dai fastidio si'' si'' si'' si'' si'' // invece e'' socci // e che tu avrai pensato ma che scri // invece e'' socci // si'' si'' si'' // ah quindi socci;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3001;c'' eravamo gia'' // si'' due anni // maremma a parte si vede che e'' una parecchio // eh // si'' si'' // no lei pero'' boh non non mi fa paura la blu mi avrebbe fatto piu'' ansia // si'' // si'' // secondo me la blu era una vecchiettina carina alla fine si'' // dici // e;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3001;che gia li'' // e tua cugina ne ha // ne ha due in piu'' di me ne ha ventuno // ah // quindi gia'' quello ma pero'' quello a me non da'' fastidio perche'' // no no // il mio amore platonico di quando ero piu'' piccola // cioe'' piu'' piccola poi l'' anno scorso // che era uno;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3001;dici che questa bastona // io ho paura che questa vada a cercare parecchio il pelo nell'' uovo // dici // eh questo mi fa paura // cioe'' sai quelle precise che vogliono sape'' tutto cioe'' i il boccaccio anche anche il colore delle mutande voglio di;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3002;questo almeno non devo fare un'' ora di // comunque no tu chi e'' che stava dicendo qualcosa // i don''t know // che a me da'' fastidio il fatto che // e lui dice siccome la marianna esce con mio amico della mia balotta come la chiamiamo // si'' // lui dice no;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3004;noi quando ci guardiamo o ci ascoltiamo una cosa e facciamo lo steso fatto // no // quindi // cioe'' capi'' quindi a me da'' fastidio sto fatto che quando mi vede con le cuffiette mi da'' a parlare una continuazione // che tu poi lo vedi che ci devo dire //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3004;di pollo // un cosciotto di rana // si'' poi capi'' ne devi ordinare tipo venti // le rane // non lo so vi faro'' sapere // fa impressione // ma anche perche'' in teoria fa brutto questo weekend // capito perche'' ci sono le giornate della fai che e'' il fondo;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Unknown;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3007;boh non lo so per caricarmi ho acceso il registratore prima di iniziare e ho iniziato a bestemmiare // una cosa che mi da'' fastidio del lombardo del dialetto lombardo e'' che dite sempre figa // perche'' vi da'' fastidio // vi perche'' i ho dato ho dato a te;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3007;a bestemmiare // una cosa che mi da'' fastidio del lombardo del dialetto lombardo e'' che dite sempre figa // perche'' vi da'' fastidio // vi perche'' i ho dato ho dato a te del voi ma vabbe'' // eh la cultura meridionale e'' piu'' machista capi'' si dice minchia //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3015;lo so e'' un personaggio // no e'' un personaggio ma lo e'' sempre stato pero'' io l'' ho visto quest'' anno e ti giuro mi ha fatto impressione perche'' non non era in s ma proprio non era in se'' // cioe'' non che dici vabbe'' era un po'' sai in aria no // ed era con un altro;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3016;scatenare un po'' l'' ormone immagino // si'' finalment si'' ormai si'' si e'' datta alla pazza gio // ma giustamente ma io la incoraggiavo a farlo da molto prima // che vabbe'' essendo io se le dicevo zia // insomma // cioe'' sei stata anche brava comunque ad;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3016;un piacere ciao // eccoci qua // weila // allora appoggiamo questo teniamolo fermo cosi'' non devo // va bene ah dara'' fastidio se se intanto mangio fette biscottate // no no no va bene no no va bene // mastico // basta cioe'' nel senso se riesci eh a non;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3018;mh // ecco poi cioe'' continuando tipo a anda'' avanti con questo discorso // cioe'' // non lo so a me me sta a da'' quasi dando fastidio questo eccessivo // cambiamento continuo tipo nella moda ma che poi cioe'' non e'' che dici // viene inventato qualcosa di;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOA3019;dentro sta jeep in questa viuzza qua e casa e loro // si'' ma che voglia // pero'' ti pagano per non fare un cazzo // ma fanno paura pero'' la cosa che mette ansia e'' che sono armati // si'' ma // cioe'' fare un cazzo potenzialmente // eh // si'' c'' hanno;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOC1005;che puo'' essere visualizzato da diverse prospettive e'' vero che // se se hai un diciamo un blocco un qualcosa che ti fa paura certamente il fatto di scontrarsi o di afforntare piu'' volte // si'' // una situazione stressante puo'' portare ad;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_BOD1001;al santo // scinni'' e torno'' ad agginucchiarsi davanti a gesu'' // eh non sa cosa fare a questo santo nero che gli da un fastidio pazzesco almeno gli sputa in faccia eh // '' a mamma'' lo trovo'' accussi'' si l'' abbrazza'' e niscirono fora dalla chiesa // '' a;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Animate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_BOD1001;in faccia // che tiniva per mano un picciriggio biunnizzo che pareva scantato // un bambino biondiccio che sembrava impaurito // la campanella e'' sonata fece friddo il maestro // siete in ritardo potrei non ammettere in classe suo figlio ma dato;paura;SV;SV_parasynthetic;impaurire;causative;Non_Modified;Animate;Unknown;NonFinite_Other;2011_2021;Spoken;Monologic_speech
KIParla_BOD1003;facce ne ho infinite ciascuna di queste chiaramente avra'' una probabilita'' infinitesima // ma n non e'' questo che ci da fastidio perche'' l'' importante // e'' che la probabilita'' che viene da uno piu'' la probabilita'' che viene da due piu'' tre piu'';fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Monologic_speech
